name,isMunicipality,architecturalTownPlan,accountancyBusinessAdmin,education,engineeringMathematics,fineAppliedArts,socialScienceHumanities,informationTech,lawJurisprudence,massCommunicationDocu,medicalAllied,naturalScience,serviceTrades,higherEducationOthers,agriForestFishVetMed,homeEconomicsHE,maritime,religionTheology,tradeCraftIndustrial,contactCenterServices,animationVisualGraphic,bookKeeping,compHardwareSysServicing,softwareDevProgramming,medicalTranscriptCodeBill,computerSecretarial,accountancyBusinessManagment,humanitiesSocialSciences,scienceTechEngineerMath,generalAcademic,informationCommunicationTech,industrialArts,artsDesignSports,seniorHSOthers,prebaccalaureateMaritime,agriFishery,homeEconomicsSrHs,tvlMaritime,coes,cods,higherEducationInst,technicalVocationInst,schoolsOfferingSrHsInst,occupiedVacant,unoccupied,workInProgress,telcoInfra,internetBandwidth,powerSupply,powerConsumption,transportationAccess,transpoByAir,transpoBySea,transpoByLand,hotelAvailability,hospitalBeds,recreationalTourist,minimumWageNonAgri,monthlyOfficeSpace,gradeA,gradeB,gradeC,monthlyPowerRates,pezaITParksCenters,disasterPreparedness,averageCrimeEfficiency,openInnovation,numberOfStartups,innovationPolicy,numberOfUnicorns,provinceTag,backgroundColor,isCity,province,graduates,officeRealEstate
Maigo,TRUE,0,34,44,92,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,79,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,316,0,0,0,0,0,0,TRUE,49.32,0,0,0,0,lanao-del-norte,#8557A7,TRUE,LANAO DEL NORTE,285,0
Munai,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,316,0,0,0,0,0,0,TRUE,49.32,0,0,0,0,lanao-del-norte,#8557A7,TRUE,LANAO DEL NORTE,14,0
Matungao,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,316,0,0,0,0,0,0,TRUE,49.32,0,0,0,0,lanao-del-norte,#8557A7,TRUE,LANAO DEL NORTE,25,0
Nunungan,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,TRUE,0,TRUE,316,0,0,0,0,0,0,TRUE,49.32,0,0,0,0,lanao-del-norte,#8557A7,TRUE,LANAO DEL NORTE,0,0
Pantao Ragat,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,316,0,0,0,0,0,0,TRUE,49.32,0,0,0,0,lanao-del-norte,#8557A7,TRUE,LANAO DEL NORTE,85,0
Pantar,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,316,0,0,0,0,0,0,TRUE,49.32,0,0,0,0,lanao-del-norte,#8557A7,TRUE,LANAO DEL NORTE,50,0
Poona Piagapo,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,316,0,0,0,0,0,0,TRUE,49.32,0,0,0,0,lanao-del-norte,#8557A7,TRUE,LANAO DEL NORTE,7,0
Sapad,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,316,0,0,0,0,0,0,TRUE,49.32,0,0,0,0,lanao-del-norte,#8557A7,TRUE,LANAO DEL NORTE,79,0
Tagoloan,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,316,0,0,0,0,0,0,TRUE,49.32,0,0,0,0,lanao-del-norte,#8557A7,TRUE,LANAO DEL NORTE,23,0
Salvador,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,316,0,0,0,0,0,0,TRUE,49.32,0,0,0,0,lanao-del-norte,#8557A7,TRUE,LANAO DEL NORTE,26,0
Sultan Naga Dimaporo (Karomatan),TRUE,0,0,107,0,0,0,36,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,72,576,54,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,316,0,0,0,0,0,0,TRUE,49.32,0,0,0,0,lanao-del-norte,#8557A7,TRUE,LANAO DEL NORTE,928,0
Tubod (Capital),TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,40,92,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,316,0,0,0,0,0,0,TRUE,49.32,0,0,0,0,lanao-del-norte,#8557A7,TRUE,LANAO DEL NORTE,144,0
Tangcal,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,316,0,0,0,0,0,0,TRUE,49.32,0,0,0,0,lanao-del-norte,#8557A7,TRUE,LANAO DEL NORTE,14,0
Bacolod-Kalawi (Bacolod Grande),TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,265,0,0,0,0,0,0,TRUE,39.49,0,0,0,0,lanao-del-sur,#C5669E,TRUE,LANAO DEL SUR,9,0
Binidayan,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,265,0,0,0,0,0,0,TRUE,39.49,0,0,0,0,lanao-del-sur,#C5669E,TRUE,LANAO DEL SUR,0,0
Balabagan,TRUE,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,137,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,265,0,0,0,0,0,0,TRUE,39.49,0,0,0,0,lanao-del-sur,#C5669E,TRUE,LANAO DEL SUR,223,0
Bubong,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,190,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,265,0,0,0,0,0,0,TRUE,39.49,0,0,0,0,lanao-del-sur,#C5669E,TRUE,LANAO DEL SUR,391,0
Buadiposo-Buntong,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,0,0,0,None,TRUE,None,None,None,TRUE,0,TRUE,265,0,0,0,0,0,0,TRUE,39.49,0,0,0,0,lanao-del-sur,#C5669E,TRUE,LANAO DEL SUR,0,0
Balindong (Watu),TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,265,0,0,0,0,0,0,TRUE,39.49,0,0,0,0,lanao-del-sur,#C5669E,TRUE,LANAO DEL SUR,88,0
Amai Manabilang (Bumbaran),TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,TRUE,0,TRUE,265,0,0,0,0,0,0,TRUE,39.49,0,0,0,0,lanao-del-sur,#C5669E,TRUE,LANAO DEL SUR,8,0
Butig,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,265,0,0,0,0,0,0,TRUE,39.49,0,0,0,0,lanao-del-sur,#C5669E,TRUE,LANAO DEL SUR,12,0
Calanogas,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,265,0,0,0,0,0,0,TRUE,39.49,0,0,0,0,lanao-del-sur,#C5669E,TRUE,LANAO DEL SUR,37,0
Ditsaan-Ramain,TRUE,0,45,120,0,0,0,57,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,None,None,None,0,0,0,None,TRUE,None,None,None,TRUE,0,TRUE,265,0,0,0,0,0,0,TRUE,39.49,0,0,0,0,lanao-del-sur,#C5669E,TRUE,LANAO DEL SUR,443,0
Ganassi,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,265,0,0,0,0,0,0,TRUE,39.49,0,0,0,0,lanao-del-sur,#C5669E,TRUE,LANAO DEL SUR,56,0
Kapai,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,0,0,0,None,TRUE,None,None,None,TRUE,0,TRUE,265,0,0,0,0,0,0,TRUE,39.49,0,0,0,0,lanao-del-sur,#C5669E,TRUE,LANAO DEL SUR,0,0
Kapatagan,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,20,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,265,0,0,0,0,0,0,TRUE,39.49,0,0,0,0,lanao-del-sur,#C5669E,TRUE,LANAO DEL SUR,104,0
Lumbaca-Unayan,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,0,0,0,None,TRUE,None,None,None,TRUE,0,TRUE,265,0,0,0,0,0,0,TRUE,39.49,0,0,0,0,lanao-del-sur,#C5669E,TRUE,LANAO DEL SUR,0,0
Lumbatan,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,32,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,265,0,0,0,0,0,0,TRUE,39.49,0,0,0,0,lanao-del-sur,#C5669E,TRUE,LANAO DEL SUR,34,0
Lumbayanague,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,0,0,0,None,TRUE,None,None,None,TRUE,0,TRUE,265,0,0,0,0,0,0,TRUE,39.49,0,0,0,0,lanao-del-sur,#C5669E,TRUE,LANAO DEL SUR,0,0
Madalum,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,265,0,0,0,0,0,0,TRUE,39.49,0,0,0,0,lanao-del-sur,#C5669E,TRUE,LANAO DEL SUR,85,0
Bayang,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,40,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,265,0,0,0,0,0,0,TRUE,39.49,0,0,0,0,lanao-del-sur,#C5669E,TRUE,LANAO DEL SUR,58,0
Lumba-Bayabao (Maguing),TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,None,None,None,0,0,0,None,TRUE,None,None,None,TRUE,0,TRUE,265,0,0,0,0,0,0,TRUE,39.49,0,0,0,0,lanao-del-sur,#C5669E,TRUE,LANAO DEL SUR,0,0
Madamba,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,265,0,0,0,0,0,0,TRUE,39.49,0,0,0,0,lanao-del-sur,#C5669E,TRUE,LANAO DEL SUR,87,0
Malabang,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,91,33,109,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,TRUE,0,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,0,TRUE,265,0,0,0,0,0,0,TRUE,39.49,0,0,0,0,lanao-del-sur,#C5669E,TRUE,LANAO DEL SUR,268,0
Maguing,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,0,0,0,None,TRUE,None,None,None,TRUE,0,TRUE,265,0,0,0,0,0,0,TRUE,39.49,0,0,0,0,lanao-del-sur,#C5669E,TRUE,LANAO DEL SUR,0,0
Marantao,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,265,0,0,0,0,0,0,TRUE,39.49,0,0,0,0,lanao-del-sur,#C5669E,TRUE,LANAO DEL SUR,50,0
Marawi (Capital),FALSE,0,800,1337,436,0,569,148,114,26,331,84,52,296,213,0,0,0,0,0,0,0,0,0,0,218,251,355,181,212,0,0,0,0,0,0,0,0,0,0,26,1,18,0,0,0,TRUE,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,265,0,0,0,0,0,0,TRUE,39.49,0,0,0,0,lanao-del-sur,#C5669E,TRUE,LANAO DEL SUR,5623,0
Mulondo,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,82,0,55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,0,TRUE,265,0,0,0,0,0,0,TRUE,39.49,0,0,0,0,lanao-del-sur,#C5669E,TRUE,LANAO DEL SUR,192,0
Pagayawan (Tatarikan),TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,0,TRUE,265,0,0,0,0,0,0,TRUE,39.49,0,0,0,0,lanao-del-sur,#C5669E,TRUE,LANAO DEL SUR,37,0
Marogong,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,265,0,0,0,0,0,0,TRUE,39.49,0,0,0,0,lanao-del-sur,#C5669E,TRUE,LANAO DEL SUR,43,0
Masiu,TRUE,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,265,0,0,0,0,0,0,TRUE,39.49,0,0,0,0,lanao-del-sur,#C5669E,TRUE,LANAO DEL SUR,154,0
Picong (Sultan Gumander),TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,265,0,0,0,0,0,0,TRUE,39.49,0,0,0,0,lanao-del-sur,#C5669E,TRUE,LANAO DEL SUR,28,0
Saguiaran,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,58,31,0,0,0,0,0,0,0,0,0,0,0,0,0,2,None,None,None,0,0,0,None,TRUE,None,None,None,TRUE,0,TRUE,265,0,0,0,0,0,0,TRUE,39.49,0,0,0,0,lanao-del-sur,#C5669E,TRUE,LANAO DEL SUR,128,0
Sultan Dumalondong,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,265,0,0,0,0,0,0,TRUE,39.49,0,0,0,0,lanao-del-sur,#C5669E,TRUE,LANAO DEL SUR,14,0
Pualas,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,TRUE,0,TRUE,265,0,0,0,0,0,0,TRUE,39.49,0,0,0,0,lanao-del-sur,#C5669E,TRUE,LANAO DEL SUR,60,0
Tamparan,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,TRUE,0,0,0,TRUE,FALSE,FALSE,TRUE,TRUE,0,TRUE,265,0,0,0,0,0,0,TRUE,39.49,0,0,0,0,lanao-del-sur,#C5669E,TRUE,LANAO DEL SUR,74,0
Tagoloan Ii,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,0,0,0,None,TRUE,None,None,None,TRUE,0,TRUE,265,0,0,0,0,0,0,TRUE,39.49,0,0,0,0,lanao-del-sur,#C5669E,TRUE,LANAO DEL SUR,0,0
Taraka,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,TRUE,0,TRUE,265,0,0,0,0,0,0,TRUE,39.49,0,0,0,0,lanao-del-sur,#C5669E,TRUE,LANAO DEL SUR,24,0
Tugaya,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,0,TRUE,265,0,0,0,0,0,0,TRUE,39.49,0,0,0,0,lanao-del-sur,#C5669E,TRUE,LANAO DEL SUR,33,0
Tubaran,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,None,None,None,0,0,0,None,TRUE,None,None,None,TRUE,0,TRUE,265,0,0,0,0,0,0,TRUE,39.49,0,0,0,0,lanao-del-sur,#C5669E,TRUE,LANAO DEL SUR,0,0
Poona Bayabao (Gata),TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,265,0,0,0,0,0,0,TRUE,39.49,0,0,0,0,lanao-del-sur,#C5669E,TRUE,LANAO DEL SUR,147,0
Piagapo,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,265,0,0,0,0,0,0,TRUE,39.49,0,0,0,0,lanao-del-sur,#C5669E,TRUE,LANAO DEL SUR,196,0
Wao,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,109,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,0,TRUE,265,0,0,0,0,0,0,TRUE,39.49,0,0,0,0,lanao-del-sur,#C5669E,TRUE,LANAO DEL SUR,121,0
Albuera,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,111,0,55,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,TRUE,0,TRUE,285,0,0,0,0,0,0,TRUE,56.18,0,0,0,0,leyte,#00A99D,TRUE,LEYTE,228,0
Alangalang,TRUE,0,0,163,0,0,0,0,0,0,0,0,0,32,247,0,0,0,0,0,0,0,0,0,0,0,45,385,56,64,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,TRUE,0,TRUE,285,0,0,0,0,0,0,TRUE,56.18,0,0,0,0,leyte,#00A99D,TRUE,LEYTE,992,0
Abuyog,TRUE,0,35,96,0,0,0,42,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,126,103,13,312,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,TRUE,0,TRUE,285,0,0,0,0,0,0,TRUE,56.18,0,0,0,0,leyte,#00A99D,TRUE,LEYTE,805,0
Barugo,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,89,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,TRUE,0,TRUE,285,0,0,0,0,0,0,TRUE,56.18,0,0,0,0,leyte,#00A99D,TRUE,LEYTE,196,0
Bato,TRUE,0,91,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,64,0,114,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,TRUE,0,TRUE,285,0,0,0,0,0,0,TRUE,56.18,0,0,0,0,leyte,#00A99D,TRUE,LEYTE,393,0
Burauen,TRUE,0,59,117,0,0,0,12,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,205,0,167,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,TRUE,0,TRUE,285,0,0,0,0,0,0,TRUE,56.18,0,0,0,0,leyte,#00A99D,TRUE,LEYTE,586,0
Capoocan,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,TRUE,0,TRUE,285,0,0,0,0,0,0,TRUE,56.18,0,0,0,0,leyte,#00A99D,TRUE,LEYTE,196,0
Calubian,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,57,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,0,TRUE,285,0,0,0,0,0,0,TRUE,56.18,0,0,0,0,leyte,#00A99D,TRUE,LEYTE,194,0
Baybay,FALSE,2,259,419,111,0,36,53,0,0,56,64,88,50,380,0,0,0,0,0,0,0,0,0,0,0,119,168,154,215,0,0,0,0,0,0,0,0,1,1,3,0,8,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,TRUE,0,TRUE,285,0,0,0,0,0,0,TRUE,56.18,0,0,0,0,leyte,#00A99D,TRUE,LEYTE,2174,0
Carigara,TRUE,0,67,265,0,0,0,74,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,94,34,0,232,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,TRUE,0,TRUE,285,0,0,0,0,0,0,TRUE,56.18,0,0,0,0,leyte,#00A99D,TRUE,LEYTE,805,0
Dulag,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,135,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,285,0,0,0,0,0,0,TRUE,56.18,0,0,0,0,leyte,#00A99D,TRUE,LEYTE,400,0
Babatngon,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,TRUE,0,TRUE,285,0,0,0,0,0,0,TRUE,56.18,0,0,0,0,leyte,#00A99D,TRUE,LEYTE,189,0
